"X.1","X","tag.individual.identifier","individual.local.identifier","location.lat","location.long","timestamp","data_owner","individual.identifier"
22462,22462,725539,"BC #27 Wyatt",32.279418,-111.023867,"2023-05-30 21:00:11","mollohan_baldwin","Wyatt"
22463,22463,725539,"BC #27 Wyatt",32.279427,-111.023867,"2023-05-30 23:00:27","mollohan_baldwin","Wyatt"
22464,22464,725539,"BC #27 Wyatt",32.279437,-111.023752,"2023-05-31 1:00:12","mollohan_baldwin","Wyatt"
22465,22465,725539,"BC #27 Wyatt",32.279492,-111.023739,"2023-05-31 3:00:17","mollohan_baldwin","Wyatt"
22466,22466,725539,"BC #27 Wyatt",32.279464,-111.023818,"2023-05-31 7:00:11","mollohan_baldwin","Wyatt"
22467,22467,725539,"BC #27 Wyatt",32.279367,-111.02263,"2023-05-31 9:00:09","mollohan_baldwin","Wyatt"
22468,22468,725539,"BC #27 Wyatt",32.288803,-111.034488,"2023-05-31 11:00:09","mollohan_baldwin","Wyatt"
22469,22469,725539,"BC #27 Wyatt",32.301599,-111.046877,"2023-05-31 13:00:13","mollohan_baldwin","Wyatt"
22470,22470,725539,"BC #27 Wyatt",32.308913,-111.051979,"2023-05-31 15:00:19","mollohan_baldwin","Wyatt"
22471,22471,725539,"BC #27 Wyatt",32.308429,-111.043589,"2023-05-31 17:00:11","mollohan_baldwin","Wyatt"
22472,22472,725539,"BC #27 Wyatt",32.296203,-111.036613,"2023-05-31 19:00:09","mollohan_baldwin","Wyatt"
22473,22473,725539,"BC #27 Wyatt",32.296091,-111.035479,"2023-05-31 21:00:11","mollohan_baldwin","Wyatt"
22474,22474,725539,"BC #27 Wyatt",32.29484,-111.038578,"2023-06-01 1:00:12","mollohan_baldwin","Wyatt"
22475,22475,725539,"BC #27 Wyatt",32.294924,-111.038468,"2023-06-01 3:00:22","mollohan_baldwin","Wyatt"
22476,22476,725539,"BC #27 Wyatt",32.295389,-111.03813,"2023-06-01 5:00:17","mollohan_baldwin","Wyatt"
22477,22477,725539,"BC #27 Wyatt",32.295884,-111.038218,"2023-06-01 7:00:16","mollohan_baldwin","Wyatt"
22478,22478,725539,"BC #27 Wyatt",32.295823,-111.03821,"2023-06-01 9:00:07","mollohan_baldwin","Wyatt"
22479,22479,725539,"BC #27 Wyatt",32.290006,-111.036088,"2023-06-01 11:00:10","mollohan_baldwin","Wyatt"
22480,22480,725539,"BC #27 Wyatt",32.289765,-111.036507,"2023-06-01 13:00:10","mollohan_baldwin","Wyatt"
22481,22481,725539,"BC #27 Wyatt",32.282072,-111.031147,"2023-06-01 15:00:13","mollohan_baldwin","Wyatt"
22482,22482,725539,"BC #27 Wyatt",32.281212,-111.029897,"2023-06-01 17:00:16","mollohan_baldwin","Wyatt"
22483,22483,725539,"BC #27 Wyatt",32.279404,-111.023812,"2023-06-01 19:00:14","mollohan_baldwin","Wyatt"
22484,22484,725539,"BC #27 Wyatt",32.279487,-111.023901,"2023-06-01 21:00:14","mollohan_baldwin","Wyatt"
22485,22485,725539,"BC #27 Wyatt",32.279465,-111.023788,"2023-06-01 23:00:15","mollohan_baldwin","Wyatt"
22486,22486,725539,"BC #27 Wyatt",32.279383,-111.02379,"2023-06-02 1:00:18","mollohan_baldwin","Wyatt"
22487,22487,725539,"BC #27 Wyatt",32.279389,-111.023735,"2023-06-02 3:00:11","mollohan_baldwin","Wyatt"
22488,22488,725539,"BC #27 Wyatt",32.279522,-111.023767,"2023-06-02 5:00:10","mollohan_baldwin","Wyatt"
22489,22489,725539,"BC #27 Wyatt",32.279451,-111.023821,"2023-06-02 7:00:15","mollohan_baldwin","Wyatt"
22490,22490,725539,"BC #27 Wyatt",32.279314,-111.023873,"2023-06-02 9:00:09","mollohan_baldwin","Wyatt"
22491,22491,725539,"BC #27 Wyatt",32.279368,-111.023845,"2023-06-02 11:00:08","mollohan_baldwin","Wyatt"
22492,22492,725539,"BC #27 Wyatt",32.27941,-111.02383,"2023-06-02 13:00:10","mollohan_baldwin","Wyatt"
22493,22493,725539,"BC #27 Wyatt",32.27935,-111.023726,"2023-06-02 15:00:10","mollohan_baldwin","Wyatt"
22494,22494,725539,"BC #27 Wyatt",32.279393,-111.023863,"2023-06-02 17:00:10","mollohan_baldwin","Wyatt"
22495,22495,725539,"BC #27 Wyatt",32.279407,-111.023855,"2023-06-02 19:00:10","mollohan_baldwin","Wyatt"
22496,22496,725539,"BC #27 Wyatt",32.27941,-111.023848,"2023-06-02 21:00:17","mollohan_baldwin","Wyatt"
22497,22497,725539,"BC #27 Wyatt",32.279319,-111.023831,"2023-06-02 23:00:08","mollohan_baldwin","Wyatt"
22498,22498,725539,"BC #27 Wyatt",32.252042,-110.995023,"2023-06-03 1:00:11","mollohan_baldwin","Wyatt"
49202,49202,719986,"BC #27 Wyatt",32.2558,-111.048477,"2023-12-05 0:00:14","mollohan_baldwin","Wyatt"
49203,49203,719986,"BC #27 Wyatt",32.289689,-111.041246,"2023-12-05 13:00:27","mollohan_baldwin","Wyatt"
49204,49204,719986,"BC #27 Wyatt",32.284025,-111.026252,"2023-12-06 2:00:25","mollohan_baldwin","Wyatt"
49205,49205,719986,"BC #27 Wyatt",32.281317,-111.025475,"2023-12-06 15:00:10","mollohan_baldwin","Wyatt"
49206,49206,719986,"BC #27 Wyatt",32.279207,-111.023987,"2023-12-07 4:00:13","mollohan_baldwin","Wyatt"
49207,49207,719986,"BC #27 Wyatt",32.25771,-111.030353,"2023-12-07 17:00:26","mollohan_baldwin","Wyatt"
49208,49208,719986,"BC #27 Wyatt",32.282009,-111.025305,"2023-12-08 6:00:08","mollohan_baldwin","Wyatt"
49209,49209,719986,"BC #27 Wyatt",32.298071,-111.039688,"2023-12-09 1:00:11","mollohan_baldwin","Wyatt"
49210,49210,719986,"BC #27 Wyatt",32.297986,-111.039774,"2023-12-09 5:00:11","mollohan_baldwin","Wyatt"
49211,49211,719986,"BC #27 Wyatt",32.29789,-111.039629,"2023-12-09 7:00:23","mollohan_baldwin","Wyatt"
49212,49212,719986,"BC #27 Wyatt",32.299248,-111.040965,"2023-12-09 11:00:25","mollohan_baldwin","Wyatt"
49213,49213,719986,"BC #27 Wyatt",32.299539,-111.043309,"2023-12-09 13:00:12","mollohan_baldwin","Wyatt"
49214,49214,719986,"BC #27 Wyatt",32.302803,-111.047181,"2023-12-09 15:03:53","mollohan_baldwin","Wyatt"
49215,49215,719986,"BC #27 Wyatt",32.302721,-111.04714,"2023-12-09 17:00:27","mollohan_baldwin","Wyatt"
49216,49216,719986,"BC #27 Wyatt",32.302845,-111.047293,"2023-12-09 19:00:25","mollohan_baldwin","Wyatt"
49217,49217,719986,"BC #27 Wyatt",32.302762,-111.047308,"2023-12-09 21:00:19","mollohan_baldwin","Wyatt"
49218,49218,719986,"BC #27 Wyatt",32.299854,-111.041171,"2023-12-09 23:00:09","mollohan_baldwin","Wyatt"
49219,49219,719986,"BC #27 Wyatt",32.289244,-111.032297,"2023-12-10 3:00:08","mollohan_baldwin","Wyatt"
49220,49220,719986,"BC #27 Wyatt",32.278852,-111.024118,"2023-12-10 7:00:07","mollohan_baldwin","Wyatt"
49221,49221,719986,"BC #27 Wyatt",32.273067,-111.018943,"2023-12-10 9:00:12","mollohan_baldwin","Wyatt"
49222,49222,719986,"BC #27 Wyatt",32.258935,-111.033399,"2023-12-10 13:00:14","mollohan_baldwin","Wyatt"
49223,49223,719986,"BC #27 Wyatt",32.254791,-111.045375,"2023-12-10 17:00:09","mollohan_baldwin","Wyatt"
49224,49224,719986,"BC #27 Wyatt",32.254843,-111.045301,"2023-12-10 19:00:15","mollohan_baldwin","Wyatt"
49225,49225,719986,"BC #27 Wyatt",32.261361,-111.048575,"2023-12-10 21:00:08","mollohan_baldwin","Wyatt"
49226,49226,719986,"BC #27 Wyatt",32.279212,-111.026223,"2023-12-10 23:00:06","mollohan_baldwin","Wyatt"
49227,49227,719986,"BC #27 Wyatt",32.279247,-111.026176,"2023-12-11 3:00:20","mollohan_baldwin","Wyatt"
49228,49228,719986,"BC #27 Wyatt",32.279345,-111.026304,"2023-12-11 5:00:10","mollohan_baldwin","Wyatt"
49229,49229,719986,"BC #27 Wyatt",32.278424,-111.024153,"2023-12-11 7:00:09","mollohan_baldwin","Wyatt"
49230,49230,719986,"BC #27 Wyatt",32.278222,-111.022657,"2023-12-11 9:00:15","mollohan_baldwin","Wyatt"
49231,49231,719986,"BC #27 Wyatt",32.278902,-111.022705,"2023-12-11 11:00:09","mollohan_baldwin","Wyatt"
49232,49232,719986,"BC #27 Wyatt",32.279119,-111.022366,"2023-12-11 13:00:26","mollohan_baldwin","Wyatt"
49233,49233,719986,"BC #27 Wyatt",32.280041,-111.022691,"2023-12-11 15:00:17","mollohan_baldwin","Wyatt"
49234,49234,719986,"BC #27 Wyatt",32.280107,-111.022778,"2023-12-11 17:00:17","mollohan_baldwin","Wyatt"
49235,49235,719986,"BC #27 Wyatt",32.280058,-111.022726,"2023-12-11 19:00:15","mollohan_baldwin","Wyatt"
49236,49236,719986,"BC #27 Wyatt",32.279914,-111.022819,"2023-12-11 21:00:25","mollohan_baldwin","Wyatt"
49237,49237,719986,"BC #27 Wyatt",32.279465,-111.024021,"2023-12-11 23:00:06","mollohan_baldwin","Wyatt"
49238,49238,719986,"BC #27 Wyatt",32.279463,-111.024017,"2023-12-12 3:00:08","mollohan_baldwin","Wyatt"
49239,49239,719986,"BC #27 Wyatt",32.279447,-111.024051,"2023-12-12 5:00:14","mollohan_baldwin","Wyatt"
49240,49240,719986,"BC #27 Wyatt",32.279952,-111.02483,"2023-12-12 7:00:15","mollohan_baldwin","Wyatt"
49241,49241,719986,"BC #27 Wyatt",32.279754,-111.028226,"2023-12-12 9:00:09","mollohan_baldwin","Wyatt"
49242,49242,719986,"BC #27 Wyatt",32.283572,-111.040544,"2023-12-12 11:00:09","mollohan_baldwin","Wyatt"
49243,49243,719986,"BC #27 Wyatt",32.261952,-111.053653,"2023-12-12 13:00:10","mollohan_baldwin","Wyatt"
49244,49244,719986,"BC #27 Wyatt",32.250006,-111.049615,"2023-12-12 15:00:08","mollohan_baldwin","Wyatt"
49245,49245,719986,"BC #27 Wyatt",32.25917,-111.040313,"2023-12-12 17:00:17","mollohan_baldwin","Wyatt"
49246,49246,719986,"BC #27 Wyatt",32.262876,-111.037983,"2023-12-12 19:00:14","mollohan_baldwin","Wyatt"
49247,49247,719986,"BC #27 Wyatt",32.274991,-111.030105,"2023-12-12 21:00:07","mollohan_baldwin","Wyatt"
49248,49248,719986,"BC #27 Wyatt",32.278154,-111.023886,"2023-12-12 23:00:11","mollohan_baldwin","Wyatt"
49249,49249,719986,"BC #27 Wyatt",32.278926,-111.02389,"2023-12-13 1:00:22","mollohan_baldwin","Wyatt"
49250,49250,719986,"BC #27 Wyatt",32.278366,-111.024452,"2023-12-13 3:00:14","mollohan_baldwin","Wyatt"
49251,49251,719986,"BC #27 Wyatt",32.27815,-111.022299,"2023-12-13 5:00:09","mollohan_baldwin","Wyatt"
49252,49252,719986,"BC #27 Wyatt",32.27953,-111.026846,"2023-12-13 7:00:10","mollohan_baldwin","Wyatt"
49253,49253,719986,"BC #27 Wyatt",32.277281,-111.02044,"2023-12-13 9:00:07","mollohan_baldwin","Wyatt"
49254,49254,719986,"BC #27 Wyatt",32.276253,-111.020441,"2023-12-13 11:00:09","mollohan_baldwin","Wyatt"
49255,49255,719986,"BC #27 Wyatt",32.276314,-111.020433,"2023-12-13 13:00:13","mollohan_baldwin","Wyatt"
49256,49256,719986,"BC #27 Wyatt",32.268483,-111.015248,"2023-12-13 15:00:10","mollohan_baldwin","Wyatt"
49257,49257,719986,"BC #27 Wyatt",32.260655,-111.008449,"2023-12-13 17:00:05","mollohan_baldwin","Wyatt"
49258,49258,719986,"BC #27 Wyatt",32.256928,-111.033683,"2023-12-13 19:00:13","mollohan_baldwin","Wyatt"
49259,49259,719986,"BC #27 Wyatt",32.268686,-111.032943,"2023-12-13 21:00:07","mollohan_baldwin","Wyatt"
49260,49260,719986,"BC #27 Wyatt",32.279434,-111.030312,"2023-12-13 23:00:07","mollohan_baldwin","Wyatt"
49261,49261,719986,"BC #27 Wyatt",32.282343,-111.025995,"2023-12-14 1:00:08","mollohan_baldwin","Wyatt"
49262,49262,719986,"BC #27 Wyatt",32.282873,-111.026397,"2023-12-14 3:00:22","mollohan_baldwin","Wyatt"
49263,49263,719986,"BC #27 Wyatt",32.290109,-111.035114,"2023-12-14 9:00:13","mollohan_baldwin","Wyatt"
49264,49264,719986,"BC #27 Wyatt",32.289954,-111.035444,"2023-12-14 13:00:25","mollohan_baldwin","Wyatt"
49265,49265,719986,"BC #27 Wyatt",32.289904,-111.03533,"2023-12-14 15:00:12","mollohan_baldwin","Wyatt"
49266,49266,719986,"BC #27 Wyatt",32.293273,-111.040956,"2023-12-14 17:00:11","mollohan_baldwin","Wyatt"
49267,49267,719986,"BC #27 Wyatt",32.310028,-111.052754,"2023-12-14 19:00:17","mollohan_baldwin","Wyatt"
49268,49268,719986,"BC #27 Wyatt",32.305213,-111.046023,"2023-12-14 21:00:06","mollohan_baldwin","Wyatt"
49269,49269,719986,"BC #27 Wyatt",32.299806,-111.042527,"2023-12-14 23:00:15","mollohan_baldwin","Wyatt"
49270,49270,719986,"BC #27 Wyatt",32.289146,-111.032373,"2023-12-15 1:00:25","mollohan_baldwin","Wyatt"
49271,49271,719986,"BC #27 Wyatt",32.289202,-111.032236,"2023-12-15 3:00:18","mollohan_baldwin","Wyatt"
49272,49272,719986,"BC #27 Wyatt",32.289413,-111.032113,"2023-12-15 5:00:10","mollohan_baldwin","Wyatt"
49273,49273,719986,"BC #27 Wyatt",32.286715,-111.027019,"2023-12-15 7:00:08","mollohan_baldwin","Wyatt"
49274,49274,719986,"BC #27 Wyatt",32.284942,-111.027558,"2023-12-15 9:00:08","mollohan_baldwin","Wyatt"
49275,49275,719986,"BC #27 Wyatt",32.279149,-111.032884,"2023-12-15 11:00:11","mollohan_baldwin","Wyatt"
49276,49276,719986,"BC #27 Wyatt",32.265881,-111.044521,"2023-12-15 13:00:12","mollohan_baldwin","Wyatt"
49277,49277,719986,"BC #27 Wyatt",32.265742,-111.044855,"2023-12-15 15:00:11","mollohan_baldwin","Wyatt"
49278,49278,719986,"BC #27 Wyatt",32.264382,-111.045693,"2023-12-15 17:00:07","mollohan_baldwin","Wyatt"
49279,49279,719986,"BC #27 Wyatt",32.255278,-111.05408,"2023-12-15 19:00:13","mollohan_baldwin","Wyatt"
49280,49280,719986,"BC #27 Wyatt",32.272023,-111.029442,"2023-12-15 21:00:09","mollohan_baldwin","Wyatt"
49281,49281,719986,"BC #27 Wyatt",32.279223,-111.023473,"2023-12-16 1:00:15","mollohan_baldwin","Wyatt"
49282,49282,719986,"BC #27 Wyatt",32.279479,-111.023947,"2023-12-16 3:00:05","mollohan_baldwin","Wyatt"
49283,49283,719986,"BC #27 Wyatt",32.279476,-111.023931,"2023-12-16 5:00:06","mollohan_baldwin","Wyatt"
49284,49284,719986,"BC #27 Wyatt",32.281304,-111.025514,"2023-12-16 9:00:05","mollohan_baldwin","Wyatt"
49285,49285,719986,"BC #27 Wyatt",32.281287,-111.025577,"2023-12-16 13:00:11","mollohan_baldwin","Wyatt"
49286,49286,719986,"BC #27 Wyatt",32.280949,-111.019383,"2023-12-16 19:01:07","mollohan_baldwin","Wyatt"
49287,49287,719986,"BC #27 Wyatt",32.277328,-111.023337,"2023-12-16 21:00:08","mollohan_baldwin","Wyatt"
49288,49288,719986,"BC #27 Wyatt",32.280762,-111.025591,"2023-12-16 23:00:10","mollohan_baldwin","Wyatt"
49289,49289,719986,"BC #27 Wyatt",32.282943,-111.026214,"2023-12-17 1:00:12","mollohan_baldwin","Wyatt"
49290,49290,719986,"BC #27 Wyatt",32.282957,-111.02614,"2023-12-17 3:00:26","mollohan_baldwin","Wyatt"
49291,49291,719986,"BC #27 Wyatt",32.282856,-111.02616,"2023-12-17 7:00:14","mollohan_baldwin","Wyatt"
49292,49292,719986,"BC #27 Wyatt",32.273925,-111.040636,"2023-12-17 9:00:07","mollohan_baldwin","Wyatt"
49293,49293,719986,"BC #27 Wyatt",32.255417,-111.042054,"2023-12-17 11:00:19","mollohan_baldwin","Wyatt"
49294,49294,719986,"BC #27 Wyatt",32.255469,-111.041883,"2023-12-17 13:00:25","mollohan_baldwin","Wyatt"
49295,49295,719986,"BC #27 Wyatt",32.255455,-111.050318,"2023-12-17 17:00:11","mollohan_baldwin","Wyatt"
49296,49296,719986,"BC #27 Wyatt",32.265656,-111.050722,"2023-12-17 19:00:10","mollohan_baldwin","Wyatt"
49297,49297,719986,"BC #27 Wyatt",32.277394,-111.030348,"2023-12-17 21:00:17","mollohan_baldwin","Wyatt"
49298,49298,719986,"BC #27 Wyatt",32.278438,-111.024294,"2023-12-18 1:00:12","mollohan_baldwin","Wyatt"
49299,49299,719986,"BC #27 Wyatt",32.277527,-111.024642,"2023-12-18 7:00:09","mollohan_baldwin","Wyatt"
49300,49300,719986,"BC #27 Wyatt",32.278013,-111.021504,"2023-12-18 9:00:14","mollohan_baldwin","Wyatt"
49301,49301,719986,"BC #27 Wyatt",32.277429,-111.020332,"2023-12-18 11:00:06","mollohan_baldwin","Wyatt"
49302,49302,719986,"BC #27 Wyatt",32.276768,-111.020366,"2023-12-18 13:00:07","mollohan_baldwin","Wyatt"
49303,49303,719986,"BC #27 Wyatt",32.276693,-111.020387,"2023-12-18 15:00:09","mollohan_baldwin","Wyatt"
49304,49304,719986,"BC #27 Wyatt",32.276737,-111.020307,"2023-12-18 17:00:16","mollohan_baldwin","Wyatt"
49305,49305,719986,"BC #27 Wyatt",32.27673,-111.020334,"2023-12-18 21:00:09","mollohan_baldwin","Wyatt"
49306,49306,719986,"BC #27 Wyatt",32.276782,-111.023766,"2023-12-18 23:00:06","mollohan_baldwin","Wyatt"
49307,49307,719986,"BC #27 Wyatt",32.27942,-111.023982,"2023-12-19 1:00:08","mollohan_baldwin","Wyatt"
49308,49308,719986,"BC #27 Wyatt",32.279441,-111.024062,"2023-12-19 3:00:06","mollohan_baldwin","Wyatt"
49309,49309,719986,"BC #27 Wyatt",32.285892,-111.026994,"2023-12-19 5:00:08","mollohan_baldwin","Wyatt"
49310,49310,719986,"BC #27 Wyatt",32.286116,-111.026649,"2023-12-19 7:00:07","mollohan_baldwin","Wyatt"
49311,49311,719986,"BC #27 Wyatt",32.284647,-111.026608,"2023-12-19 9:00:08","mollohan_baldwin","Wyatt"
49312,49312,719986,"BC #27 Wyatt",32.28808,-111.031748,"2023-12-19 11:00:10","mollohan_baldwin","Wyatt"
49313,49313,719986,"BC #27 Wyatt",32.288077,-111.031735,"2023-12-19 15:00:25","mollohan_baldwin","Wyatt"
49314,49314,719986,"BC #27 Wyatt",32.288742,-111.040865,"2023-12-19 17:00:11","mollohan_baldwin","Wyatt"
49315,49315,719986,"BC #27 Wyatt",32.299135,-111.044021,"2023-12-19 19:00:12","mollohan_baldwin","Wyatt"
49316,49316,719986,"BC #27 Wyatt",32.300168,-111.045464,"2023-12-19 21:00:09","mollohan_baldwin","Wyatt"
49317,49317,719986,"BC #27 Wyatt",32.300406,-111.045813,"2023-12-19 23:00:08","mollohan_baldwin","Wyatt"
49318,49318,719986,"BC #27 Wyatt",32.298874,-111.040515,"2023-12-20 3:00:12","mollohan_baldwin","Wyatt"
49319,49319,719986,"BC #27 Wyatt",32.298991,-111.040443,"2023-12-20 7:00:09","mollohan_baldwin","Wyatt"
49320,49320,719986,"BC #27 Wyatt",32.282529,-111.040047,"2023-12-20 9:00:12","mollohan_baldwin","Wyatt"
49321,49321,719986,"BC #27 Wyatt",32.262297,-111.041085,"2023-12-20 11:00:06","mollohan_baldwin","Wyatt"
49322,49322,719986,"BC #27 Wyatt",32.255335,-111.037343,"2023-12-20 13:00:13","mollohan_baldwin","Wyatt"
49323,49323,719986,"BC #27 Wyatt",32.252362,-111.049665,"2023-12-20 15:00:06","mollohan_baldwin","Wyatt"
49324,49324,719986,"BC #27 Wyatt",32.252507,-111.050832,"2023-12-20 17:00:12","mollohan_baldwin","Wyatt"
49325,49325,719986,"BC #27 Wyatt",32.265054,-111.040726,"2023-12-20 19:00:14","mollohan_baldwin","Wyatt"
49326,49326,719986,"BC #27 Wyatt",32.276611,-111.028962,"2023-12-20 21:00:06","mollohan_baldwin","Wyatt"
49327,49327,719986,"BC #27 Wyatt",32.277815,-111.027048,"2023-12-20 23:00:11","mollohan_baldwin","Wyatt"
49328,49328,719986,"BC #27 Wyatt",32.278524,-111.025958,"2023-12-21 1:00:08","mollohan_baldwin","Wyatt"
49329,49329,719986,"BC #27 Wyatt",32.278374,-111.02426,"2023-12-21 5:00:08","mollohan_baldwin","Wyatt"
49330,49330,719986,"BC #27 Wyatt",32.277594,-111.02458,"2023-12-21 7:00:08","mollohan_baldwin","Wyatt"
49331,49331,719986,"BC #27 Wyatt",32.274808,-111.018891,"2023-12-21 9:00:07","mollohan_baldwin","Wyatt"
49332,49332,719986,"BC #27 Wyatt",32.272031,-111.017206,"2023-12-21 11:00:05","mollohan_baldwin","Wyatt"
49333,49333,719986,"BC #27 Wyatt",32.264076,-111.010159,"2023-12-21 13:00:13","mollohan_baldwin","Wyatt"
49334,49334,719986,"BC #27 Wyatt",32.259792,-111.03002,"2023-12-21 15:00:09","mollohan_baldwin","Wyatt"
49335,49335,719986,"BC #27 Wyatt",32.256896,-111.034512,"2023-12-21 17:00:08","mollohan_baldwin","Wyatt"
49336,49336,719986,"BC #27 Wyatt",32.253101,-111.050594,"2023-12-21 19:00:13","mollohan_baldwin","Wyatt"
49337,49337,719986,"BC #27 Wyatt",32.273648,-111.041317,"2023-12-21 21:00:09","mollohan_baldwin","Wyatt"
49338,49338,719986,"BC #27 Wyatt",32.280522,-111.02868,"2023-12-21 23:00:08","mollohan_baldwin","Wyatt"
49339,49339,719986,"BC #27 Wyatt",32.278378,-111.024267,"2023-12-22 1:00:09","mollohan_baldwin","Wyatt"
49340,49340,719986,"BC #27 Wyatt",32.27816,-111.022204,"2023-12-22 3:00:08","mollohan_baldwin","Wyatt"
49341,49341,719986,"BC #27 Wyatt",32.277794,-111.022804,"2023-12-22 5:00:22","mollohan_baldwin","Wyatt"
49342,49342,719986,"BC #27 Wyatt",32.280979,-111.023856,"2023-12-22 11:00:17","mollohan_baldwin","Wyatt"
49343,49343,719986,"BC #27 Wyatt",32.282018,-111.025291,"2023-12-22 15:00:15","mollohan_baldwin","Wyatt"
49344,49344,719986,"BC #27 Wyatt",32.284492,-111.029638,"2023-12-22 21:00:08","mollohan_baldwin","Wyatt"
49345,49345,719986,"BC #27 Wyatt",32.285374,-111.030274,"2023-12-23 7:00:11","mollohan_baldwin","Wyatt"
49346,49346,719986,"BC #27 Wyatt",32.287228,-111.03338,"2023-12-23 9:00:12","mollohan_baldwin","Wyatt"
49347,49347,719986,"BC #27 Wyatt",32.292189,-111.039178,"2023-12-23 15:00:06","mollohan_baldwin","Wyatt"
49348,49348,719986,"BC #27 Wyatt",32.29857,-111.039618,"2023-12-23 17:00:08","mollohan_baldwin","Wyatt"
49349,49349,719986,"BC #27 Wyatt",32.298617,-111.037234,"2023-12-23 19:00:12","mollohan_baldwin","Wyatt"
49350,49350,719986,"BC #27 Wyatt",32.295755,-111.035689,"2023-12-23 21:00:03","mollohan_baldwin","Wyatt"
49351,49351,719986,"BC #27 Wyatt",32.290615,-111.032826,"2023-12-23 23:01:09","mollohan_baldwin","Wyatt"
49352,49352,719986,"BC #27 Wyatt",32.282625,-111.024495,"2023-12-24 1:00:14","mollohan_baldwin","Wyatt"
49353,49353,719986,"BC #27 Wyatt",32.283685,-111.025103,"2023-12-24 3:00:27","mollohan_baldwin","Wyatt"
49354,49354,719986,"BC #27 Wyatt",32.286625,-111.026118,"2023-12-24 5:00:07","mollohan_baldwin","Wyatt"
49355,49355,719986,"BC #27 Wyatt",32.286621,-111.026114,"2023-12-24 7:00:07","mollohan_baldwin","Wyatt"
49356,49356,719986,"BC #27 Wyatt",32.274753,-111.03104,"2023-12-24 9:00:08","mollohan_baldwin","Wyatt"
49357,49357,719986,"BC #27 Wyatt",32.259295,-111.04027,"2023-12-24 11:00:19","mollohan_baldwin","Wyatt"
49358,49358,719986,"BC #27 Wyatt",32.253555,-111.0412,"2023-12-24 13:00:07","mollohan_baldwin","Wyatt"
49359,49359,719986,"BC #27 Wyatt",32.253068,-111.052757,"2023-12-24 15:00:09","mollohan_baldwin","Wyatt"
49360,49360,719986,"BC #27 Wyatt",32.260444,-111.042722,"2023-12-24 19:00:08","mollohan_baldwin","Wyatt"
49361,49361,719986,"BC #27 Wyatt",32.274994,-111.027481,"2023-12-24 21:00:10","mollohan_baldwin","Wyatt"
49362,49362,719986,"BC #27 Wyatt",32.276923,-111.025795,"2023-12-25 1:00:16","mollohan_baldwin","Wyatt"
49363,49363,719986,"BC #27 Wyatt",32.276941,-111.025845,"2023-12-25 3:00:17","mollohan_baldwin","Wyatt"
49364,49364,719986,"BC #27 Wyatt",32.27904,-111.023349,"2023-12-25 5:00:08","mollohan_baldwin","Wyatt"
49365,49365,719986,"BC #27 Wyatt",32.27942,-111.023143,"2023-12-25 7:00:18","mollohan_baldwin","Wyatt"
49366,49366,719986,"BC #27 Wyatt",32.282131,-111.025198,"2023-12-25 9:00:07","mollohan_baldwin","Wyatt"
49367,49367,719986,"BC #27 Wyatt",32.282182,-111.025199,"2023-12-25 11:00:12","mollohan_baldwin","Wyatt"
49368,49368,719986,"BC #27 Wyatt",32.282034,-111.025299,"2023-12-25 13:00:12","mollohan_baldwin","Wyatt"
49369,49369,719986,"BC #27 Wyatt",32.282094,-111.029749,"2023-12-25 15:00:15","mollohan_baldwin","Wyatt"
49370,49370,719986,"BC #27 Wyatt",32.283867,-111.035936,"2023-12-25 17:00:16","mollohan_baldwin","Wyatt"
49371,49371,719986,"BC #27 Wyatt",32.298719,-111.045086,"2023-12-25 19:00:08","mollohan_baldwin","Wyatt"
49372,49372,719986,"BC #27 Wyatt",32.301972,-111.047871,"2023-12-25 21:00:08","mollohan_baldwin","Wyatt"
49373,49373,719986,"BC #27 Wyatt",32.301077,-111.045019,"2023-12-25 23:00:09","mollohan_baldwin","Wyatt"
49374,49374,719986,"BC #27 Wyatt",32.299897,-111.041143,"2023-12-26 1:00:09","mollohan_baldwin","Wyatt"
49375,49375,719986,"BC #27 Wyatt",32.299928,-111.041055,"2023-12-26 3:00:18","mollohan_baldwin","Wyatt"
49376,49376,719986,"BC #27 Wyatt",32.299889,-111.041067,"2023-12-26 5:00:09","mollohan_baldwin","Wyatt"
49377,49377,719986,"BC #27 Wyatt",32.299245,-111.040861,"2023-12-26 7:00:14","mollohan_baldwin","Wyatt"
49378,49378,719986,"BC #27 Wyatt",32.295086,-111.033815,"2023-12-26 9:00:10","mollohan_baldwin","Wyatt"
49379,49379,719986,"BC #27 Wyatt",32.28081,-111.025366,"2023-12-26 11:00:08","mollohan_baldwin","Wyatt"
49380,49380,719986,"BC #27 Wyatt",32.278219,-111.022415,"2023-12-26 13:00:08","mollohan_baldwin","Wyatt"
49381,49381,719986,"BC #27 Wyatt",32.27822,-111.022346,"2023-12-26 15:00:07","mollohan_baldwin","Wyatt"
49382,49382,719986,"BC #27 Wyatt",32.27124,-111.020095,"2023-12-26 17:00:11","mollohan_baldwin","Wyatt"
49383,49383,719986,"BC #27 Wyatt",32.258078,-111.035553,"2023-12-26 19:00:14","mollohan_baldwin","Wyatt"
49384,49384,719986,"BC #27 Wyatt",32.268698,-111.041727,"2023-12-26 21:00:09","mollohan_baldwin","Wyatt"
49385,49385,719986,"BC #27 Wyatt",32.280016,-111.030541,"2023-12-26 23:00:07","mollohan_baldwin","Wyatt"
